311886216;41.15355;-8.666926;-0.1512664;0.7182649
311886214;41.15604;-8.665164;-0.1512356;0.7183084
311888619;41.15378;-8.66483;-0.1512298;0.718269
311888685;41.15656;-8.665728;-0.1512455;0.7183174
311888686;41.1567;-8.665891;-0.1512483;0.71832
311888687;41.1568;-8.666278;-0.1512551;0.7183217
311888763;41.15676;-8.665584;-0.151243;0.7183211
311888764;41.15687;-8.66539;-0.1512396;0.7183229
314028301;41.15639;-8.660559;-0.1511553;0.7183145
314028302;41.15561;-8.66002;-0.1511459;0.7183008
314040692;41.15509;-8.661334;-0.1511688;0.7182919
314040896;41.15306;-8.661614;-0.1511737;0.7182564
314040897;41.15297;-8.661537;-0.1511723;0.7182547
314043010;41.16094;-8.658252;-0.151115;0.7183939
314043899;41.15741;-8.66028;-0.1511504;0.7183322
314043975;41.15609;-8.663695;-0.15121;0.7183092
314044269;41.15818;-8.661796;-0.1511769;0.7183458
314044278;41.15706;-8.664715;-0.1512278;0.7183263
314044478;41.15813;-8.661757;-0.1511762;0.7183449
314046052;41.15736;-8.663742;-0.1512108;0.7183314
314046503;41.15464;-8.662567;-0.1511903;0.718284
314046502;41.15464;-8.662458;-0.1511884;0.718284
314046505;41.15465;-8.662716;-0.1511929;0.7182841
314046541;41.15443;-8.662562;-0.1511902;0.7182803
314046654;41.15456;-8.662526;-0.1511896;0.7182826
314047355;41.15741;-8.671382;-0.1513442;0.7183324
314047586;41.15747;-8.669871;-0.1513178;0.7183334
314047582;41.15739;-8.671106;-0.1513394;0.7183319
314047726;41.15849;-8.665404;-0.1512398;0.7183511
314047990;41.15853;-8.665299;-0.151238;0.7183518
314048124;41.15758;-8.669486;-0.1513111;0.7183352
314048166;41.1582;-8.66792;-0.1512837;0.7183461
314074281;41.15268;-8.668893;-0.1513007;0.7182497
314074282;41.15276;-8.66879;-0.1512989;0.7182511
314074318;41.15261;-8.669219;-0.1513064;0.7182485
314074580;41.15496;-8.650378;-0.1509776;0.7182896
314074581;41.15508;-8.650396;-0.1509779;0.7182916
314074583;41.15519;-8.650481;-0.1509794;0.7182936
314074584;41.15538;-8.650645;-0.1509822;0.7182969
314074585;41.15548;-8.650714;-0.1509834;0.7182987
314074587;41.15562;-8.6508;-0.1509849;0.718301
314074588;41.15583;-8.65092;-0.150987;0.7183048
314074590;41.15603;-8.651229;-0.1509924;0.7183083
314074591;41.15624;-8.651426;-0.1509959;0.7183118
314074592;41.15642;-8.651555;-0.1509981;0.718315
314074594;41.15672;-8.651743;-0.1510014;0.7183202
314074595;41.15699;-8.651924;-0.1510046;0.7183249
314074596;41.15721;-8.652036;-0.1510065;0.7183288
314074598;41.15738;-8.65219;-0.1510092;0.7183319
314074599;41.15758;-8.652465;-0.151014;0.7183353
314074569;41.15434;-8.649355;-0.1509597;0.7182786
314074571;41.15424;-8.65003;-0.1509715;0.718277
314074573;41.15426;-8.650179;-0.1509741;0.7182773
314074574;41.15432;-8.650221;-0.1509748;0.7182783
314074576;41.15467;-8.650389;-0.1509778;0.7182845
314074689;41.15788;-8.652843;-0.1510206;0.7183405
314075474;41.15249;-8.662394;-0.1511873;0.7182464
314075475;41.15265;-8.66223;-0.1511844;0.7182493
314075496;41.15087;-8.662559;-0.1511902;0.7182181
314075470;41.15118;-8.662499;-0.1511891;0.7182235
314075471;41.15134;-8.662534;-0.1511897;0.7182263
314075472;41.15172;-8.662576;-0.1511905;0.718233
314075570;41.15096;-8.658438;-0.1511182;0.7182197
314075571;41.1511;-8.658653;-0.151122;0.7182222
314075573;41.15138;-8.658893;-0.1511262;0.718227
314075575;41.15172;-8.659082;-0.1511295;0.718233
314075577;41.15219;-8.659177;-0.1511312;0.7182412
314075579;41.15265;-8.65916;-0.1511308;0.7182491
314075580;41.15291;-8.659117;-0.1511301;0.7182537
314075581;41.15312;-8.659023;-0.1511285;0.7182574
314075625;41.15765;-8.66142;-0.1511703;0.7183365
314075504;41.15043;-8.662438;-0.1511881;0.7182105
314075582;41.15325;-8.658958;-0.1511273;0.7182598
314075583;41.15355;-8.658753;-0.1511238;0.7182649
314075584;41.15332;-8.659259;-0.1511326;0.718261
314075624;41.15739;-8.662078;-0.1511818;0.718332
428215431;41.1569;-8.651865;-0.1510035;0.7183234
428214881;41.15744;-8.652263;-0.1510105;0.7183328
428214883;41.16107;-8.655773;-0.1510717;0.7183962
428214884;41.16084;-8.655559;-0.151068;0.7183921
428214885;41.16071;-8.655318;-0.1510638;0.7183898
428214886;41.16056;-8.654838;-0.1510554;0.7183874
428214887;41.16043;-8.654469;-0.151049;0.7183851
