28393864;2334451786;311888770;
28393864;311888770;2334451781;
28394191;311888684;311888682;
28394191;311888682;493669233;
28394191;493669233;493669251;
28394191;493669251;493669093;
28394191;493669093;493669113;
28394191;493669113;493669426;
28394191;493669426;1788786411;
28394191;1788786411;1788786396;
28394191;1788786396;1788786389;
28394191;1788786389;1788786370;
28394191;1788786370;311888633;
28394183;311888619;3013289612;
28394183;3013289612;311888620;
28394183;311888620;1766376032;
28394183;1766376032;493669426;
28589553;311886214;314027820;
28589553;314027820;311888684;
28589578;1766402165;314027917;
28589578;314027917;314044269;
28589578;314044269;314044478;
28589578;314044478;314075625;
28590466;314041235;493669210;
28590466;493669210;314041342;
28590667;314044811;1770841747;
28590667;1770841747;1766341666;
28590836;314048124;314048155;
28590842;314048166;314048268;
28590826;314047991;1788787824;
28590826;1788787824;2066725843;
28590826;2066725843;1788787829;
28590826;1788787829;314047990;
28590826;314047990;1788787978;
28590826;1788787978;1788788112;
28594025;314075626;314075625;
40643214;2334451781;2334451784;
40643208;311888526;311886218;
40643208;311886218;311886217;
40643208;311886217;311886216;
40643208;311886216;311888620;
40643208;311888620;314044811;
40643208;314044811;1788787183;
40643208;1788787183;311886215;
40643208;311886215;311886214;
40643209;311888684;1788787279;
40643209;1788787279;311888685;
28590643;314044269;497171065;
28590643;497171065;1788787672;
28590643;1788787672;311888768;
40643169;493669078;493669084;
40643169;493669084;493669088;
40643169;493669088;493669093;
40643182;493669108;493669084;
40643175;493669106;493669108;
40643175;493669108;493669111;
40643175;493669111;493669127;
40643175;493669127;493669135;
40643175;493669135;493669138;
40643175;493669138;1788786415;
40643175;1788786415;493669144;
40643175;493669144;493669151;
40643175;493669151;493669127;
40643237;493669400;1788786427;
40643237;1788786427;492273252;
40643237;492273252;493669404;
40643237;493669404;493669412;
40643202;493669251;493669252;
40643202;493669252;493669253;
40643190;1788787978;420446030;
40643198;493669233;493669235;
40643198;493669235;1788787134;
40643198;1788787134;1788787138;
40643198;1788787138;1766385088;
34613887;311888522;1788787231;
34613887;1788787231;311889074;
34613887;311889074;314043899;
28593894;314074370;314074569;
28593894;314074569;314074571;
28593894;314074571;314074573;
28593894;314074573;314074574;
28593894;314074574;314074576;
28593894;314074576;314074579;
28593894;314074579;314074580;
28593894;314074580;314074581;
28593894;314074581;314074583;
28593894;314074583;314074584;
28593894;314074584;314074585;
28593894;314074585;314074587;
28593894;314074587;314074588;
28593894;314074588;314074590;
28593894;314074590;314074591;
28593894;314074591;314074592;
28593894;314074592;314074594;
28593894;314074594;428215431;
28593894;428215431;314074595;
28593894;314074595;314074596;
28593894;314074596;314074598;
28593894;314074598;428214881;
28593894;428214881;314074599;
28593894;314074599;314074689;
28593894;314074689;314074691;
28593894;314074691;314074695;
28593894;314074695;314074697;
28593894;314074697;428215448;
28593894;428215448;314074702;
28593894;314074702;314074704;
28593894;314074704;3396198965;
28593894;3396198965;314074706;
28593855;314074281;314074317;
28593855;314074317;314074318;
28593855;314074318;314074319;
28593855;314074319;314074321;
28593851;314074258;314074278;
28593851;314074278;314074279;
28593851;314074279;314074280;
28593851;314074280;314074281;
28593851;314074281;314074282;
28593851;314074282;314074283;
28593851;314074283;3013289533;
28593851;3013289533;314074284;
28593851;314074284;314074285;
28593851;314074285;314074286;
28593851;314074286;311888509;
28594022;314075581;1788786383;
28594022;1788786383;314075584;
28594021;314075546;314075570;
28594021;314075570;314075571;
28594021;314075571;314075573;
28594021;314075573;314075575;
28594021;314075575;314075577;
28594021;314075577;314075579;
28594021;314075579;314075580;
28594021;314075580;314075581;
28594021;314075581;314075582;
28594021;314075582;314075583;
36835963;428215585;428214881;
36835963;428214881;428214908;
36835963;428214908;428214909;
36835963;428214909;428214910;
36835963;428214910;428214911;
36835963;428214911;428214912;
36835963;428214912;3149005243;
36835963;3149005243;428214913;
36835963;428214913;428215439;
36835963;428215439;428214914;
36835963;428214914;428214915;
36835963;428214915;428214916;
36835963;428214916;428214917;
36835963;428214917;428214918;
36835963;428214918;428214919;
36835963;428214919;428214920;
36835963;428214920;428214921;
36835963;428214921;428214922;
36835963;428214922;428214923;
36835963;428214923;428214924;
36835963;428214924;428215376;
36835963;428215376;428214925;
36835963;428214925;428214926;
36835963;428214926;497171016;
36835963;497171016;428214927;
36835963;428214927;428214928;
36836046;311888766;428215593;
36836046;428215593;428215594;
36836046;428215594;428215595;
36836034;428215411;428215412;
36836034;428215412;428215413;
36836034;428215413;428215414;
36836034;428215414;428215415;
36836034;428215415;428215416;
36836034;428215416;428215417;
36836034;428215417;428215418;
36836034;428215418;428215419;
36836034;428215419;428215420;
36836034;428215420;428215389;
36836039;428215440;428215441;
36836039;428215441;428215442;
36836039;428215442;428215443;
36836039;428215443;428214894;
36836039;428214894;428215444;
36836039;428215444;428215445;
36836039;428215445;428215446;
36836039;428215446;428215448;
36835345;428215781;428210297;
36835345;428210297;428210298;
36835345;428210298;428210299;
36835345;428210299;428215921;
36835345;428215921;428210300;
36835345;428210300;428215783;
36835345;428215783;428215782;
36836030;428215376;428215377;
36836030;428215377;428215378;
36836030;428215378;428215379;
36836030;428215379;428215381;
36836030;428215381;428215383;
36836030;428215383;428215384;
36836030;428215384;428215385;
36836030;428215385;428215387;
36836030;428215387;428215388;
36836030;428215388;428215389;
36836030;428215389;428215390;
36836030;428215390;428215391;
36836030;428215391;428215392;
36836030;428215392;428215393;
36836030;428215393;428215394;
36836030;428215394;428215395;
36836030;428215395;428215370;
36836030;428215370;428215372;
39992326;428215913;480499760;
39992326;480499760;480499761;
39992326;480499761;480499763;
39992326;480499763;480499764;
39992326;480499764;480499766;
39992326;480499766;480499767;
39992326;480499767;1788786029;
39992326;1788786029;480499768;
39992326;480499768;480499769;
39992326;480499769;1788785924;
39992326;1788785924;1788785887;
39992327;480499766;480499773;
39992327;480499773;480499775;
39992327;480499775;480499776;
40859299;1780112988;314028345;
40859293;497171024;1108123650;
40859293;1108123650;497171025;
40864323;428216032;497240496;
40864323;497240496;497240497;
40864323;497240497;497240498;
40864323;497240498;497240500;
40864324;497240502;497240500;
40864324;497240500;497240505;
40864324;497240505;1104146351;
40864324;1104146351;428215790;
51228950;493669106;493669149;
51228950;493669149;493669144;
51228951;493669106;493669113;
51228949;1766388736;492270084;
51228949;492270084;492270079;
51228949;492270079;492269070;
51228949;492269070;492273248;
51228949;492273248;492273252;
39991718;128668316;480486038;
39991718;480486038;480486039;
39991718;480486039;480486041;
39991718;480486041;480486042;
39991718;480486042;480486043;
39991718;480486043;428215776;
39991718;428215776;480486044;
39991718;480486044;480486045;
39991718;480486045;480486046;
39991718;480486046;480486048;
39991718;480486048;480486049;
39992375;311888512;480500604;
39992375;480500604;480500605;
39992375;480500605;497240502;
39992375;497240502;480500608;
39992375;480500608;480500610;
40859297;497171033;497171037;
40859297;497171037;497171008;
40859297;497171008;497171041;
40859297;497171041;497171042;
40859297;497171042;497171043;
28394176;311887529;1770354613;
28394176;1770354613;311888504;
28394176;311888504;492269072;
28394176;492269072;311888505;
28394176;311888505;1788786444;
28394176;1788786444;311888506;
28394176;311888506;1788786431;
28394176;1788786431;311888507;
28394176;311888507;493669174;
28394176;493669174;311888508;
28394176;311888508;311888509;
28394176;311888509;311888633;
28394176;311888633;311888510;
28394176;311888510;311888526;
28394176;311888526;311888511;
28394176;311888511;311888512;
28394176;311888512;1770841623;
28394176;1770841623;428215782;
28394176;428215782;314075477;
40859289;497171009;497171011;
40859295;314040692;497171033;
39992328;428210300;3897689901;
39992328;3897689901;480499779;
39992328;480499779;480499780;
39992328;480499780;480499782;
39992328;480499782;480499776;
40859288;497171006;497171008;
40859294;497171025;1108247085;
40859294;1108247085;1788787180;
40859294;1788787180;314040692;
28590802;314047355;314047582;
28590802;314047582;314047583;
28590802;314047583;314047584;
28590802;314047584;314047586;
28590802;314047586;314048124;
28590802;314048124;1353867883;
28590802;1353867883;1353867885;
28590802;1353867885;314048166;
28590802;314048166;314047589;
13281765;90379359;1770355121;
13281765;1770355121;497159080;
13281765;497159080;492270084;
13281765;492270084;1766389604;
13281765;1766389604;1766397693;
13281765;1766397693;492280362;
13281765;492280362;1766397695;
13281765;1766397695;3897692188;
13281765;3897692188;1766397691;
13281765;1766397691;311888690;
28590704;314046052;1108123571;
28590704;1108123571;1108123590;
28590704;1108123590;1788787128;
28590704;1788787128;314046219;
51228955;1718570841;492269495;
51228955;492269495;492269496;
51228955;492269496;492269490;
51228952;1718570832;492269491;
51228952;492269491;492269490;
51228952;492269490;492269489;
51228952;492269489;1718570835;
51228952;1718570835;492269492;
51228952;492269492;492269493;
51228952;492269493;1718570841;
51228952;1718570841;492269494;
159752061;428215590;1788787767;
159752061;1788787767;428215592;
40557463;492280365;492280362;
40557463;492280362;492280359;
40557463;492280359;492280368;
40557463;492280368;492269069;
28590544;1264279436;314043011;
28590544;314043011;1106228175;
28590544;1106228175;314043010;
28590544;314043010;314043528;
28590544;314043528;1766403808;
28590544;1766403808;1766403800;
28590544;1766403800;314048417;
28590544;314048417;3897692229;
28590544;3897692229;1766402165;
36835962;111415679;1725588075;
36835962;1725588075;428214882;
36835962;428214882;428214883;
36835962;428214883;428214884;
36835962;428214884;428214885;
36835962;428214885;428214886;
36835962;428214886;428214887;
36835962;428214887;428214888;
36835962;428214888;428214889;
36835962;428214889;428214890;
36835962;428214890;428214891;
36835962;428214891;428214892;
36835962;428214892;428214893;
36835962;428214893;428214894;
36835962;428214894;428214895;
36835962;428214895;428214896;
36835962;428214896;428214897;
36835962;428214897;428215585;
36835962;428215585;314074596;
165051489;1766382055;1766382060;
165051489;1766382060;1766382059;
165051489;1766382059;1766382063;
165051489;1766382063;1766382062;
165051256;1770832423;1766375984;
165051256;1766375984;1766376000;
165051591;492269489;1766385107;
165051591;1766385107;1766385073;
165051591;1766385073;1766385091;
165051591;1766385091;1766385085;
165051591;1766385085;1766385109;
165051591;1766385109;1766385088;
165052096;314047728;1766401304;
165052097;312404716;1766401302;
165052007;314048268;1766397691;
165052010;314048155;1766397695;
165052008;1766397717;311888690;
165545792;1770832428;1770832446;
165545792;1770832446;1770832427;
165545792;1770832427;1770832436;
165545792;1770832436;1770832431;
165545792;1770832431;1770832441;
165545792;1770832441;1770832433;
165545792;1770832433;1770832425;
165545792;1770832425;1770832440;
165545792;1770832440;1770832420;
165545792;1770832420;1770832439;
165545792;1770832439;1770832432;
165545791;1766341664;1770832423;
165545791;1770832423;1770832429;
165545791;1770832429;1770832430;
165545791;1770832430;1770832428;
165545791;1770832428;1770832448;
165545791;1770832448;1770832434;
165545791;1770832434;1770832447;
165546650;1770841747;1770841659;
165546650;1770841659;1770841601;
165546650;1770841601;1770841600;
165546637;1770832423;1770841682;
165546637;1770841682;1770841704;
165546637;1770841704;1770841675;
165546637;1770841675;1770841652;
165546637;1770841652;1770841729;
165546637;1770841729;1770841602;
165546637;1770841602;1770841639;
165546637;1770841639;1770841636;
165546637;1770841636;1770841708;
165546637;1770841708;1770841756;
165546637;1770841756;1770841633;
165546637;1770841633;1770841613;
165546637;1770841613;1770841700;
165546637;1770841700;1770841614;
165546637;1770841614;1770841726;
165546637;1770841726;1770841691;
165546637;1770841691;1770841743;
165546637;1770841743;1770841662;
165546649;1770841599;1770841638;
165546649;1770841638;1770841757;
165546649;1770841757;1770841603;
165546649;1770841603;1770841721;
165546649;1770841721;1770841670;
165546649;1770841670;1770841679;
165546649;1770841679;1770841611;
165546649;1770841611;1770841607;
165546649;1770841607;1770841677;
165546649;1770841677;1770841672;
165546649;1770841672;1770841591;
165546649;1770841591;1770841592;
165546649;1770841592;1770841646;
165546649;1770841646;1770841665;
165546649;1770841665;1770841615;
165546649;1770841615;1770841702;
165546649;1770841702;1770841730;
165546649;1770841730;1770841645;
165546649;1770841645;1770841629;
165546642;1770841651;1770841719;
165546642;1770841719;1770841733;
165546640;1770841682;1770841612;
165546640;1770841612;1770841599;
