26015899;41.17163;-8.604227;-0.1501721;0.7185805
26015900;41.1715;-8.604259;-0.1501726;0.7185783
26015881;41.17167;-8.594523;-0.1500027;0.7185811
26015907;41.17251;-8.606783;-0.1502167;0.7185959
26015901;41.17176;-8.604988;-0.1501854;0.7185827
26015915;41.17438;-8.610821;-0.1502872;0.7186285
26057846;41.18001;-8.590476;-0.1499321;0.7187268
26122716;41.17518;-8.594015;-0.1499939;0.7186425
26122715;41.1753;-8.593762;-0.1499895;0.7186445
26122717;41.17591;-8.593556;-0.1499858;0.7186552
26122721;41.18055;-8.592943;-0.1499752;0.7187362
26122722;41.18153;-8.592938;-0.1499751;0.7187533
26122792;41.18838;-8.594941;-0.15001;0.7188728
26122718;41.17681;-8.593349;-0.1499822;0.7186709
26122728;41.18824;-8.594745;-0.1500066;0.7188705
26122731;41.19006;-8.594096;-0.1499953;0.7189021
26122732;41.19129;-8.592913;-0.1499746;0.7189236
112613584;41.18316;-8.613445;-0.150333;0.7187817
112613593;41.18459;-8.608738;-0.1502508;0.7188066
112613594;41.18461;-8.608285;-0.1502429;0.7188071
112613596;41.18459;-8.607367;-0.1502269;0.7188066
112613608;41.18059;-8.592617;-0.1499695;0.7187368
112613603;41.18244;-8.598184;-0.1500666;0.7187692
112613609;41.18007;-8.591228;-0.1499452;0.7187277
112651991;41.18074;-8.592571;-0.1499687;0.7187394
112651987;41.17987;-8.589511;-0.1499152;0.7187243
112651985;41.1798;-8.588835;-0.1499034;0.7187231
112651993;41.18181;-8.595385;-0.1500178;0.7187582
112653406;41.17961;-8.59281;-0.1499728;0.7187197
112664310;41.18137;-8.58366;-0.1498131;0.7187505
112664325;41.17997;-8.58658;-0.1498641;0.718726
112664327;41.17984;-8.586956;-0.1498706;0.7187238
112664333;41.17973;-8.587591;-0.1498817;0.7187219
269565777;41.17854;-8.584201;-0.1498226;0.7187012
269565778;41.17867;-8.584105;-0.1498209;0.7187034
269567439;41.19194;-8.579936;-0.1497481;0.7189351
287458436;41.17731;-8.607515;-0.1502295;0.7186796
287458438;41.17769;-8.607152;-0.1502231;0.7186863
287458425;41.18629;-8.603542;-0.1501601;0.7188364
287458423;41.18594;-8.603439;-0.1501583;0.7188302
287458443;41.17444;-8.609932;-0.1502717;0.7186296
287458452;41.17537;-8.608533;-0.1502472;0.7186458
297369726;41.17428;-8.590488;-0.1499323;0.7186267
297369729;41.17286;-8.58921;-0.14991;0.718602
297369739;41.17476;-8.590866;-0.1499389;0.7186352
297369732;41.17229;-8.587647;-0.1498827;0.718592
297369728;41.17321;-8.589554;-0.149916;0.7186081
299573553;41.17696;-8.58529;-0.1498416;0.7186735
299573551;41.17488;-8.586425;-0.1498614;0.7186372
299573943;41.17619;-8.585671;-0.1498482;0.71866
299578062;41.1746;-8.585413;-0.1498437;0.7186324
299579764;41.169;-8.585979;-0.1498536;0.7185346
299579882;41.17371;-8.582944;-0.1498006;0.7186167
299580145;41.17402;-8.583488;-0.1498101;0.7186223
299583353;41.174;-8.582797;-0.1497981;0.7186219
299586502;41.17428;-8.580902;-0.149765;0.7186268
299586764;41.17386;-8.580772;-0.1497627;0.7186194
299586765;41.17339;-8.580644;-0.1497605;0.7186112
299592087;41.17134;-8.584841;-0.1498337;0.7185755
299599207;41.17403;-8.585596;-0.1498469;0.7186224
299599440;41.17144;-8.584077;-0.1498204;0.7185773
299599501;41.17083;-8.584385;-0.1498258;0.7185665
319309730;41.18246;-8.593085;-0.1499776;0.7187696
